player_id;name_first;name_last;hand;dob;ioc;height;wikidata_id;Name
100001;Gardnar;Mulloy;R;19131122.0;USA;185.0;Q54544;Gardnar Mulloy
100002;Pancho;Segura;R;19210620.0;ECU;168.0;Q54581;Pancho Segura
100003;Frank;Sedgman;R;19271002.0;AUS;180.0;Q962049;Frank Sedgman
100004;Giuseppe;Merlo;R;19271011.0;ITA;;Q1258752;Giuseppe Merlo
100005;Richard;Gonzalez;R;19280509.0;USA;188.0;Q53554;Richard Gonzalez
100006;Grant;Golden;R;19290821.0;USA;175.0;Q3115390;Grant Golden
100007;Abe;Segal;L;19301023.0;RSA;;Q1258527;Abe Segal
100008;Kurt;Nielsen;R;19301119.0;DEN;;Q552261;Kurt Nielsen
100009;Istvan;Gulyas;R;19311014.0;HUN;;Q51066;Istvan Gulyas
100010;Luis;Ayala;R;19320918.0;CHI;170.0;Q1275397;Luis Ayala
100011;Torben;Ulrich;L;19281004.0;DEN;180.0;Q785404;Torben Ulrich
100012;Nicola;Pietrangeli;R;19330911.0;ITA;178.0;Q709909;Nicola Pietrangeli
100013;Neale;Fraser;L;19331003.0;AUS;185.0;Q715173;Neale Fraser
100014;Trevor;Fancutt;R;19340714.0;RSA;;Q3538577;Trevor Fancutt
100015;Sammy;Giammalva;R;19340801.0;USA;180.0;Q963700;Sammy Giammalva
100016;Ken;Rosewall;R;19341102.0;AUS;175.0;Q312728;Ken Rosewall
100017;Mal;Anderson;R;19350303.0;AUS;;Q963687;Mal Anderson
100018;Barry;Mackay;R;19350831.0;USA;190.0;Q1258939;Barry Mackay
100019;Wieslaw;Gasiorek;R;19360113.0;POL;;Q1258736;Wieslaw Gasiorek
100020;Alejandro;Olmedo;R;19360324.0;PER;178.0;Q734544;Alejandro Olmedo
100021;Ashley;Cooper;R;19360915.0;AUS;178.0;Q712208;Ashley Cooper
100022;Roy;Emerson;R;19361103.0;AUS;183.0;Q312545;Roy Emerson
100023;Ramanathan;Krishnan;R;19370411.0;IND;;Q1559952;Ramanathan Krishnan
100024;Jan Erik;Lundquist;R;19370414.0;SWE;191.0;Q1341605;Jan Erik Lundquist
100025;Barry;Phillips Moore;R;19370709.0;AUS;173.0;Q1563886;Barry Phillips Moore
100026;Andres;Gimeno;R;19370803.0;ESP;185.0;Q315958;Andres Gimeno
100027;Gene;Scott;R;19371228.0;USA;185.0;Q1282493;Gene Scott
100028;Manuel;Santana;R;19380510.0;ESP;170.0;Q445602;Manuel Santana
100029;Rod;Laver;L;19380809.0;AUS;173.0;Q105550;Rod Laver
100030;Fred;Stolle;R;19381008.0;AUS;190.0;Q54671;Fred Stolle
100031;Dimitri;Sturdza;R;19381110.0;SUI;;Q20431255;Dimitri Sturdza
100032;Patricio;Rodriguez Chi;R;19381220.0;CHI;188.0;Q7145979;Patricio Rodriguez Chi
100033;Wilhelm;Bungert;R;19390401.0;GER;188.0;Q77579;Wilhelm Bungert
100034;Christian;Kuhnke;L;19390413.0;GER;;Q461558;Christian Kuhnke
100035;Ion;Tiriac;R;19390509.0;ROU;185.0;Q924245;Ion Tiriac
100036;Rudy;Hernando;R;19390610.0;USA;;;Rudy Hernando
100037;Nikola;Pilic;L;19390827.0;CRO;191.0;Q452365;Nikola Pilic
100038;Jaime;Pinto Bravo;R;19391009.0;CHI;178.0;Q18390167;Jaime Pinto Bravo
100039;Boro;Jovanovic;R;19391021.0;CRO;;Q1259703;Boro Jovanovic
100040;Bob;Hewitt;R;19400112.0;RSA;190.0;Q52453;Bob Hewitt
100041;Ned;Neely;R;19400114.0;USA;;;Ned Neely
100042;Ryoichi;Mori;R;19400114.0;JPN;;;Ryoichi Mori
100043;Zdenek;Slizek;R;19400219.0;CZE;;;Zdenek Slizek
100044;Sergei;Likhachev;R;19400320.0;RUS;;Q3479599;Sergei Likhachev
100045;John;Paish;L;19400323.0;GBR;;Q13512828;John Paish
100046;Larry;Nagler;R;19400701.0;USA;;;Larry Nagler
100047;Bob;Carmichael;R;19400704.0;AUS;183.0;Q1565064;Bob Carmichael
100048;Earl Butch;Buchholz;R;19400916.0;USA;188.0;Q195386;Earl Butch Buchholz
100049;Jim;Mcmanus;L;19400916.0;USA;175.0;Q12957721;Jim Mcmanus
100050;Martin;Mulligan;R;19401018.0;AUS;;Q1291938;Martin Mulligan
100051;Premjit;Lall;R;19401020.0;IND;;Q1268979;Premjit Lall
100052;Keishiro;Yanagi;R;19410224.0;JPN;;Q87798987;Keishiro Yanagi
100053;Colin;Stubs;R;19410227.0;AUS;;;Colin Stubs
100054;Jose Edison;Mandarino;R;19410326.0;BRA;173.0;;Jose Edison Mandarino
100055;Cliff;Drysdale;R;19410526.0;RSA;188.0;Q582003;Cliff Drysdale
100056;Harald;Elschenbroich;R;19410619.0;GER;;Q5653740;Harald Elschenbroich
100057;Pierre;Barthes;R;19410913.0;FRA;;Q1558013;Pierre Barthes
100058;Roger;Taylor;L;19411014.0;GBR;183.0;Q1282421;Roger Taylor
100059;Isao;Watanabe;R;19411123.0;JPN;;Q87795355;Isao Watanabe
100060;Marty;Riessen;R;19411204.0;USA;185.0;Q1289530;Marty Riessen
100061;Tom;Edlefsen;R;19411212.0;USA;188.0;Q7815700;Tom Edlefsen
100062;Francois;Jauffret;R;19420209.0;FRA;180.0;Q1260078;Francois Jauffret
100063;Billy;Higgins;R;19420402.0;USA;;;Billy Higgins
100064;Juan;Gisbert;R;19420405.0;ESP;;Q1290022;Juan Gisbert
100065;Terry;Ryan;R;19420427.0;RSA;;Q23020633;Terry Ryan
100066;Frank;Froehling;R;19420519.0;USA;190.0;Q3082619;Frank Froehling
100067;Frew;Mcmillan;R;19420520.0;RSA;183.0;Q962512;Frew Mcmillan
100068;Herb;Fitzgibbon;R;19420714.0;USA;;Q1565884;Herb Fitzgibbon
100069;Dennis;Ralston;R;19420727.0;USA;188.0;Q1189457;Dennis Ralston
100070;Jan;Kukal;R;19420913.0;CZE;;Q1258763;Jan Kukal
100071;Jean Claude;Barclay;R;19421230.0;FRA;;Q1561962;Jean Claude Barclay
100072;Bailey;Brown;R;19430615.0;USA;;;Bailey Brown
100073;Mark;Cox;L;19430705.0;GBR;185.0;Q1565058;Mark Cox
100074;Arthur;Ashe;R;19430710.0;USA;185.0;Q53325;Arthur Ashe
100075;Owen;Davidson;L;19431004.0;AUS;185.0;Q976174;Owen Davidson
100076;Milan;Holecek;R;19431023.0;CZE;190.0;Q1563971;Milan Holecek
100077;Daniel;Contet;R;19431103.0;FRA;;Q1563980;Daniel Contet
100078;Clark;Graebner;R;19431104.0;USA;188.0;Q1269127;Clark Graebner
100079;Bill;Bowrey;R;19431225.0;AUS;;Q577531;Bill Bowrey
100080;Szabolcz;Baranyi;R;19440131.0;HUN;;Q13512888;Szabolcz Baranyi
100081;Charlie;Pasarell;R;19440212.0;USA;185.0;Q1269243;Charlie Pasarell
100082;Roger;Dowdeswell;R;19440216.0;ZIM;;Q7358114;Roger Dowdeswell
100083;Nicola;Spear;R;19440222.0;SRB;;Q1258505;Nicola Spear
100084;Tom;Okker;R;19440222.0;NED;178.0;Q455411;Tom Okker
100085;Hans Joachim;Ploetz;R;19440226.0;GER;;;Hans Joachim Ploetz
100086;Frantisek;Pala;L;19440328.0;CZE;;Q323289;Frantisek Pala
100087;John;Newcombe;R;19440523.0;AUS;183.0;Q312464;John Newcombe
100088;Patricio;Cornejo;R;19440606.0;CHI;180.0;Q1271345;Patricio Cornejo
100089;Patrice;Beust;R;19440903.0;FRA;170.0;Q3368873;Patrice Beust
100090;Dick;Crealy;R;19440918.0;AUS;191.0;Q962839;Dick Crealy
100091;Colin;Dibley;R;19440919.0;AUS;188.0;Q390839;Colin Dibley
100092;Alex;Metreveli;R;19441102.0;RUS;;Q465796;Alex Metreveli
100093;William;Brown;R;19450114.0;USA;;Q13512796;William Brown
100094;Jim;Osborne;R;19450201.0;USA;185.0;Q1562015;Jim Osborne
100095;Tony;Bardsley;R;19450209.0;CAN;;Q7821830;Tony Bardsley
100096;Peter;Burwash;R;19450210.0;CAN;175.0;Q7173087;Peter Burwash
100097;Nicholas;Kalogeropoulos;R;19450218.0;GRE;;Q3339850;Nicholas Kalogeropoulos
100098;Ove;Bengtson;R;19450405.0;SWE;196.0;Q374309;Ove Bengtson
100099;Thomaz;Koch;L;19450511.0;BRA;;Q1281836;Thomaz Koch
100100;Tony;Roche;L;19450517.0;AUS;178.0;Q710119;Tony Roche
100101;Mike;Belkin;R;19450629.0;CAN;;Q1563966;Mike Belkin
100102;Joaquin;Loyo Mayo;R;19450816.0;MEX;;Q1565143;Joaquin Loyo Mayo
100103;Peter;Curtis;R;19450829.0;GBR;;Q3376525;Peter Curtis
100104;Richard;Russell;R;19450908.0;JAM;;;Richard Russell
100105;Allan;Stone;R;19451014.0;AUS;;Q1260060;Allan Stone
100106;Graham;Stilwell;R;19451115.0;GBR;173.0;Q5593283;Graham Stilwell
100107;Robert;Rheinberger;R;19451118.0;AUS;;;Robert Rheinberger
100108;Chris;Bovett;R;19451225.0;GBR;;;Chris Bovett
100109;Jun;Kuki;R;19451228.0;JPN;;Q16267024;Jun Kuki
100110;Terry;Addison;R;19460111.0;AUS;180.0;Q13848246;Terry Addison
100111;Ray;Keldie;R;19460117.0;AUS;;Q7297691;Ray Keldie
100112;John;Clifton;R;19460219.0;GBR;;Q6226389;John Clifton
100113;Jan;Kodes;R;19460301.0;CZE;175.0;Q317431;Jan Kodes
100114;Ray;Ruffels;R;19460323.0;AUS;;Q1258947;Ray Ruffels
100115;Jaime;Fillol;R;19460603.0;CHI;180.0;Q1258592;Jaime Fillol
100116;Sherwood;Stewart;R;19460606.0;USA;188.0;Q984213;Sherwood Stewart
100117;Butch;Seewagen;R;19460613.0;USA;188.0;Q18030909;Butch Seewagen
100118;Ivan;Molina;L;19460616.0;COL;;Q1281826;Ivan Molina
100119;Ilie;Nastase;R;19460719.0;ROU;183.0;Q106113;Ilie Nastase
100120;Robert;Maud;R;19460812.0;RSA;180.0;Q1565123;Robert Maud
100121;Raymond;Moore;R;19460824.0;RSA;183.0;Q1563090;Raymond Moore
100122;Julian;Ganzabal;R;19460825.0;ARG;;Q22004451;Julian Ganzabal
100123;Patrick;Hombergen;R;19460908.0;BEL;;Q23023184;Patrick Hombergen
100124;Steve;Turner;R;19461017.0;USA;;;Steve Turner
100125;John;Cooper;R;19461104.0;AUS;;Q1260301;John Cooper
100126;Stan;Smith;R;19461214.0;USA;193.0;Q54657;Stan Smith
100127;Tom;Gorman;R;19460119.0;USA;180.0;Q1258917;Tom Gorman
100128;Cliff;Richey;R;19461231.0;USA;175.0;Q1565885;Cliff Richey
100129;Jean Baptiste;Chanfreau;R;19470117.0;FRA;;Q1563100;Jean Baptiste Chanfreau
100130;Vladimir;Zednik;R;19470201.0;CZE;;Q1261168;Vladimir Zednik
100131;Guillermo;Oropez;R;19470207.0;USA;;;Guillermo Oropez
100132;Armistead;Neely;R;19470319.0;USA;;Q18085277;Armistead Neely
100133;Pat;Cramer;R;19470321.0;RSA;;Q7143331;Pat Cramer
100134;Roy;Barth;R;19470330.0;USA;175.0;Q18240972;Roy Barth
100135;Onny;Parun;R;19470415.0;NZL;188.0;Q939026;Onny Parun
100136;Humphrey;Hose;R;19470504.0;VEN;;Q22005197;Humphrey Hose
100137;Hans Jurgen;Pohmann;R;19470523.0;GER;178.0;Q95218;Hans Jurgen Pohmann
100138;Dan;Bleckinger;R;19470527.0;USA;;;Dan Bleckinger
100139;Gerald;Battrick;R;19470527.0;GBR;178.0;Q1565118;Gerald Battrick
100140;Steve;Faulk;R;19470601.0;USA;;;Steve Faulk
100141;Zeljko;Franulovic;R;19470613.0;CRO;;Q1290977;Zeljko Franulovic
100142;Peter;Szoke;R;19470808.0;HUN;;Q1563115;Peter Szoke
100143;Peter;Fishbach;R;19470829.0;USA;180.0;Q87758114;Peter Fishbach
100144;Bob;Lutz;R;19470829.0;USA;180.0;Q888085;Bob Lutz
100145;Dick;Dell;R;19470929.0;USA;;Q3026568;Dick Dell
100146;Jun;Kamiwazumi;R;19471001.0;JPN;;Q11588830;Jun Kamiwazumi
100147;Marcello;Lara;R;19471005.0;MEX;;Q1565079;Marcello Lara
100148;Ismail;El Shafei;R;19471115.0;EGY;;Q402950;Ismail El Shafei
100149;Toshiro;Sakai;R;19471123.0;JPN;;Q962038;Toshiro Sakai
100150;Lito;Alvarez;R;19471205.0;ARG;;Q963823;Lito Alvarez
100151;Karl;Coombes;R;19471217.0;AUS;180.0;Q16855126;Karl Coombes
100152;David;Lloyd;R;19480103.0;GBR;;Q3018308;David Lloyd
100153;Patrice;Hagelauer;R;19480105.0;FRA;188.0;Q3368955;Patrice Hagelauer
100154;Peter;Kanderal;R;19480116.0;SUI;;Q86628337;Peter Kanderal
100155;Ramiro;Benavides;R;19470130.0;BOL;;;Ramiro Benavides
100156;Jasjit;Singh;R;19480204.0;IND;;Q18091541;Jasjit Singh
100157;Stanley;Pasarell;R;19480211.0;USA;185.0;;Stanley Pasarell
100158;John;Bartlett;R;19480317.0;AUS;188.0;Q6220953;John Bartlett
100159;Vladimir;Korotkov;R;19480423.0;RUS;;Q12488;Vladimir Korotkov
100160;Georges;Goven;R;19480426.0;FRA;173.0;Q1563939;Georges Goven
100161;Jurgen;Fassbender;R;19480528.0;GER;;Q77578;Jurgen Fassbender
100162;Brian;Fairlie;R;19480613.0;NZL;173.0;Q1563153;Brian Fairlie
100163;Tom;Leonard;R;19480715.0;USA;175.0;Q1563959;Tom Leonard
100164;Bill;Lofgren;R;19480731.0;USA;;;Bill Lofgren
100165;Steve;Siegel;R;19480904.0;USA;;Q23023819;Steve Siegel
100166;Gene;Malin;R;19481001.0;USA;;;Gene Malin
100167;Sever;Muresan;R;19481023.0;ROU;;Q7457808;Sever Muresan
100168;Kenneth;McMillan;R;19481125.0;USA;;;Kenneth McMillan
100169;Ian;Fletcher;R;19481201.0;AUS;;Q3147262;Ian Fletcher
100170;Bernard;Mignot;R;19481203.0;BEL;;Q2898324;Bernard Mignot
100171;John;Yuill;R;19481212.0;RSA;;Q3182800;John Yuill
100172;Tito;Vazquez;R;19490101.0;ARG;173.0;Q2040551;Tito Vazquez
100173;Andrew;Pattison;R;19490130.0;USA;188.0;Q716408;Andrew Pattison
100174;Manuel;Orantes;L;19490206.0;ESP;178.0;Q318569;Manuel Orantes
100175;Zan;Guerry;R;19490212.0;USA;;Q22278049;Zan Guerry
100176;Hans;Kary;L;19490223.0;AUT;172.0;Q3126972;Hans Kary
100177;Pavel;Hutka;R;19490228.0;CZE;;Q7155624;Pavel Hutka
100178;Bob;Giltinan;R;19490407.0;AUS;;Q2907669;Bob Giltinan
100179;Karl;Meiler;R;19490430.0;GER;178.0;Q89533;Karl Meiler
100180;Bill;Lloyd;R;19490507.0;AUS;;;Bill Lloyd
100181;Larry;Turville;R;19490604.0;USA;;;Larry Turville
100182;Mike;Estep;R;19490719.0;USA;173.0;Q4107672;Mike Estep
100183;Jim;Ward;R;19490728.0;USA;;;Jim Ward
100184;Lars;Elvstrom;R;19490818.0;DEN;;Q16064404;Lars Elvstrom
100185;Patrick;Proisy;R;19490910.0;FRA;180.0;Q1282611;Patrick Proisy
100186;Jeff;Borowiak;R;19490925.0;USA;193.0;Q1565788;Jeff Borowiak
100187;Luis Felipe;Tavares;R;19490926.0;BRA;;;Luis Felipe Tavares
100188;John;Fort;R;19490928.0;USA;;;John Fort
100189;Dale;Power;R;19491002.0;CAN;;Q5210590;Dale Power
100190;Norman;Holmes;R;19491005.0;USA;;;Norman Holmes
100191;Doug;Crawford;R;19491015.0;USA;188.0;;Doug Crawford
100192;Kent;Crawford;R;19491015.0;USA;;;Kent Crawford
100193;Wanaro;N'Godrella;R;19491019.0;FRA;;Q3566000;Wanaro N'Godrella
100194;Larry;Parker;R;19491023.0;USA;;;Larry Parker
100195;Nicolas;Kelaidis;R;19491029.0;GRE;178.0;Q27996064;Nicolas Kelaidis
100196;Haroon;Rahim;R;19491112.0;PAK;;Q1258703;Haroon Rahim
100197;Alejandro;Pierola;R;19491120.0;CHI;;Q4714630;Alejandro Pierola
100198;Alvaro;Betancur;R;19500103.0;COL;;Q86431834;Alvaro Betancur
100199;Patrice;Dominguez;L;19500112.0;FRA;173.0;Q3368924;Patrice Dominguez
100200;Antonio;Zugarelli;R;19500117.0;ITA;;Q267328;Antonio Zugarelli
100201;Syd;Ball;R;19500124.0;AUS;188.0;Q1563900;Syd Ball
100202;George;Amaya;L;19500212.0;USA;173.0;;George Amaya
100203;Phil;Dent;R;19500214.0;AUS;183.0;Q976190;Phil Dent
100204;Pancho;Walthall;L;19500216.0;USA;;;Pancho Walthall
100205;Paul;Gerken;R;19500315.0;USA;185.0;Q3371310;Paul Gerken
100206;Kenichi;Hirai;R;19500319.0;JPN;;Q17986761;Kenichi Hirai
100207;Noel;Phillips;R;19500328.0;AUS;;;Noel Phillips
100208;Dick;Bohrnstedt;R;19500428.0;USA;;Q16144736;Dick Bohrnstedt
100209;George;Taylor;R;19500504.0;USA;;;George Taylor
100210;Steve;Docherty;R;19500506.0;AUS;;Q7612404;Steve Docherty
100211;Louk;Sanders;R;19500509.0;NED;;Q2157904;Louk Sanders
100212;F D;Robbins;R;19500613.0;USA;;;F D Robbins
100213;Fred;Hemmes;U;19500614.0;NED;;Q719304;Fred Hemmes
100214;Adriano;Panatta;R;19500709.0;ITA;183.0;Q375938;Adriano Panatta
100215;Fred;Mcnair;R;19500722.0;USA;183.0;Q3086899;Fred Mcnair
100216;Charlie;Owens;R;19500731.0;USA;;Q5081403;Charlie Owens
100217;Bob;Mckinley;R;19500805.0;USA;;Q7347560;Bob Mckinley
100218;Butch;Palmer;R;19500904.0;USA;;;Butch Palmer
100219;Geoff;Masters;R;19500919.0;AUS;;Q1260231;Geoff Masters
100220;Jiri;Hrebec;R;19500919.0;CZE;;Q2057065;Jiri Hrebec
100221;Carlos;Kirmayr;R;19500923.0;BRA;173.0;Q1042999;Carlos Kirmayr
100222;Mike;Powers;R;19500924.0;USA;;;Mike Powers
100223;Jeff;Simpson;R;19501029.0;NZL;;Q6174987;Jeff Simpson
100224;Peter;Campbell;R;19501110.0;AUS;;;Peter Campbell
100225;Peter;Doerner;R;19501117.0;AUS;;Q18010763;Peter Doerner
100226;Mike;Machette;R;19510127.0;USA;;Q13512805;Mike Machette
100227;Alvin;Gardiner;R;19510211.0;AUS;;Q22959202;Alvin Gardiner
100228;Kjell;Johansson;R;19510212.0;SWE;;Q5886813;Kjell Johansson
100229;Dick;Stockton;R;19510218.0;USA;188.0;Q967423;Dick Stockton
100230;Welry;Fritz;R;19510219.0;CAN;;;Welry Fritz
100231;Erik;Van Dillen;R;19510221.0;USA;183.0;Q1259691;Erik Van Dillen
100232;Eddie;Dibbs;R;19510223.0;USA;170.0;Q1282765;Eddie Dibbs
100233;Ricardo;Cano;R;19510226.0;ARG;170.0;Q3430221;Ricardo Cano
100234;Allan;McDonald;R;19510301.0;AUS;;Q16855281;Allan McDonald
100235;Antonio;Munoz;R;19510301.0;ESP;;Q4776822;Antonio Munoz
100236;John;James;R;19510307.0;AUS;183.0;Q6241493;John James
100237;Bill;Freer;R;19510309.0;RSA;;;Bill Freer
100238;Rick;Fisher;R;19510329.0;USA;;Q7331389;Rick Fisher
100239;Hans;Engert;R;19510422.0;GER;;Q1566665;Hans Engert
100240;Joao;Soares;R;19510425.0;BRA;185.0;Q6298385;Joao Soares
100241;Joel;Bailey;R;19510425.0;USA;;Q22095303;Joel Bailey
100242;Mike;Collins;R;19510501.0;GBR;;;Mike Collins
100243;Steve;Krulevitz;R;19510530.0;USA;175.0;Q7613081;Steve Krulevitz
100244;John;Alexander;R;19510704.0;AUS;190.0;Q1281683;John Alexander
100245;Jeff;Austin;R;19510705.0;USA;;Q6173248;Jeff Austin
100246;Frank;Puncec;R;19510709.0;RSA;;Q62513964;Frank Puncec
100247;Rolf;Thung;L;19510727.0;NED;190.0;Q1821050;Rolf Thung
100248;Max;Hurlimann;R;19510730.0;SUI;;;Max Hurlimann
100249;Paolo;Bertolucci;R;19510803.0;ITA;175.0;Q484985;Paolo Bertolucci
100250;Woody;Blocher;R;19510824.0;USA;173.0;Q87495855;Woody Blocher
100251;Grover Raz;Reid;R;19510827.0;USA;;;Grover Raz Reid
100252;Tim;Gullikson;R;19510908.0;USA;180.0;Q962989;Tim Gullikson
100253;Tom;Gullikson;L;19510908.0;USA;180.0;Q1855348;Tom Gullikson
100254;George;Glowa;R;19511001.0;USA;188.0;;George Glowa
100255;Roscoe;Tanner;L;19511015.0;USA;183.0;Q54681;Roscoe Tanner
100256;Luis;Baraldi;R;19511021.0;MEX;;;Luis Baraldi
100257;Ross;Case;R;19511101.0;AUS;;Q1260196;Ross Case
100258;Jorge;Andrew;R;19511102.0;VEN;;Q11705726;Jorge Andrew
100259;Peter;Feigl;R;19511130.0;AUT;183.0;Q3376565;Peter Feigl
100260;Gary;Groslimond;R;19520103.0;USA;;;Gary Groslimond
100261;Brian;Gottfried;R;19520127.0;USA;183.0;Q912255;Brian Gottfried
100262;Rolf;Norberg;R;19520131.0;SWE;;Q3440373;Rolf Norberg
100263;John;Andrews;R;19520205.0;USA;;Q3180915;John Andrews
100264;Lajos;Levai;R;19520207.0;YUG;;;Lajos Levai
100265;Cliff;Letcher;R;19520209.0;AUS;;Q2979053;Cliff Letcher
100266;John;Feaver;R;19520216.0;GBR;190.0;Q6232841;John Feaver
100267;Rayno;Seegers;R;19520229.0;RSA;;Q18030745;Rayno Seegers
100268;Denis;Naegelen;R;19520314.0;FRA;;Q5802672;Denis Naegelen
100269;Joe;Garcia;R;19520317.0;USA;;;Joe Garcia
100270;Anand;Amritraj;R;19520320.0;IND;185.0;Q2698644;Anand Amritraj
100271;Jean Francois;Caujolle;L;19520331.0;FRA;;Q3165519;Jean Francois Caujolle
100272;Sandy;Mayer;R;19520405.0;USA;178.0;Q2096054;Sandy Mayer
100273;Kim;Warwick;R;19520408.0;AUS;183.0;Q1741596;Kim Warwick
100274;Eric;Deblicker;R;19520417.0;FRA;178.0;Q3591073;Eric Deblicker
100275;Hartmut;Kirchhubel;R;19520423.0;GER;;Q22278629;Hartmut Kirchhubel
100276;Terry;Moor;L;19520423.0;USA;178.0;Q716901;Terry Moor
100277;Jacques;Thamin;R;19520523.0;FRA;;Q13365306;Jacques Thamin
100278;Frank;Gebert;R;19520611.0;GER;;Q3082618;Frank Gebert
100279;Mike;Cahill;R;19520617.0;USA;183.0;Q6846222;Mike Cahill
100280;Wojtek;Fibak;R;19520803.0;POL;183.0;Q505565;Wojtek Fibak
100281;Sashi;Menon;R;19520809.0;IND;180.0;Q7425124;Sashi Menon
100282;Guillermo;Vilas;L;19520817.0;ARG;180.0;Q201515;Guillermo Vilas
100283;Andre;Zietsmann;R;19520819.0;RSA;;;Andre Zietsmann
100284;Jimmy;Connors;L;19520902.0;USA;178.0;Q53393;Jimmy Connors
100285;Rod;Frawley;R;19520908.0;AUS;185.0;Q3438080;Rod Frawley
100286;Harold;Solomon;R;19520917.0;USA;168.0;Q1585949;Harold Solomon
100287;Robin;Drysdale;R;19520918.0;GBR;;Q3437059;Robin Drysdale
100288;Tenny;Svensson;R;19520921.0;SWE;;Q18085229;Tenny Svensson
100289;Byron;Bertram;R;19521029.0;RSA;;Q1565274;Byron Bertram
100290;Timothy;Noonan;R;19521031.0;USA;;;Timothy Noonan
100291;Ian;Harris;R;19521116.0;USA;;;Ian Harris
100292;Alvaro;Fillol;R;19521204.0;CHI;178.0;Q3576981;Alvaro Fillol
100293;John;Marks;R;19521209.0;AUS;;Q3181997;John Marks
100294;Rejean;Genois;R;19521230.0;CAN;175.0;Q7386114;Rejean Genois
100295;Richard;Legendre;R;19530119.0;CAN;;Q3430975;Richard Legendre
100296;Chris;Gunning;R;19530207.0;NZL;;;Chris Gunning
100297;Corrado;Barazzutti;R;19530219.0;ITA;178.0;Q2713814;Corrado Barazzutti
100298;George;Hardie;L;19530219.0;USA;;Q5540227;George Hardie
100299;James Chico;Hagey;R;19530225.0;USA;;;James Chico Hagey
100300;Jose;Higueras;R;19530301.0;ESP;178.0;Q1348847;Jose Higueras
100301;Jim;Delaney;R;19530312.0;USA;;Q6132533;Jim Delaney
100302;Joaquim;Rasgado Jr;R;19530324.0;BRA;;;Joaquim Rasgado Jr
100303;Henry;Bunis;R;19530327.0;USA;;Q22677495;Henry Bunis
100304;Bob;Kreiss;R;19530430.0;USA;;Q16268937;Bob Kreiss
100305;Mark;Farrell;R;19530506.0;GBR;;Q3294072;Mark Farrell
100306;Mike;Wayman;R;19530506.0;GBR;;;Mike Wayman
100307;Paul;Torre;R;19530518.0;FRA;180.0;Q13512879;Paul Torre
100308;Robert;Trogolo;R;19530615.0;RSA;180.0;Q7350479;Robert Trogolo
100309;Raul;Ramirez;R;19530620.0;MEX;183.0;Q972727;Raul Ramirez
100310;Mike;Myburg;R;19530623.0;RSA;;Q13513068;Mike Myburg
100311;Ulises;Quezada;R;19530714.0;CHI;173.0;;Ulises Quezada
100312;Chiraid;Mukherjea;R;19530814.0;IND;;;Chiraid Mukherjea
100313;Keith;Richardson;R;19530818.0;USA;185.0;;Keith Richardson
100314;Bernard;Fritz;R;19531005.0;FRA;173.0;Q2897929;Bernard Fritz
100315;Hank;Pfister;R;19531009.0;USA;193.0;Q1144091;Hank Pfister
100316;Scott;Carnahan;R;19531024.0;USA;;;Scott Carnahan
100317;Stephen;Warboys;R;19531025.0;GBR;;Q27680824;Stephen Warboys
100318;Roger;Guedes;R;19531103.0;BRA;;Q106602825;Roger Guedes
100319;Rick;Fagel;R;19531129.0;USA;180.0;Q7331375;Rick Fagel
100320;Mark;Meyers;R;19531205.0;USA;;;Mark Meyers
100321;Vijay;Amritraj;R;19531214.0;IND;193.0;Q468309;Vijay Amritraj
100322;Emilio;Montano;R;19531218.0;MEX;;Q18159398;Emilio Montano
100323;Givaldo;Barbosa;R;19540125.0;BRA;183.0;Q5565585;Givaldo Barbosa
100324;John;Whitlinger;R;19540204.0;USA;180.0;Q8172709;John Whitlinger
100325;Ulrich;Pinner;R;19540207.0;GER;178.0;Q78176;Ulrich Pinner
100326;Russell;Simpson;R;19540222.0;NZL;188.0;Q3784261;Russell Simpson
100327;Willem;Prinsloo;L;19540225.0;RSA;;Q92294368;Willem Prinsloo
100328;Rand;Evett;R;19540301.0;USA;;;Rand Evett
100329;Otto;Panman;R;19540325.0;NED;;;Otto Panman
100330;David;Imonitie;R;19540410.0;NGR;;;David Imonitie
100331;Jean Louis;Haillet;R;19540507.0;FRA;;Q735512;Jean Louis Haillet
100332;Balazs;Taroczy;R;19540509.0;HUN;183.0;Q370019;Balazs Taroczy
100333;Shigeyuki;Nishio;R;19540523.0;JPN;;Q62513568;Shigeyuki Nishio
100334;Ernie;Ewert;R;19540605.0;AUS;;Q17365472;Ernie Ewert
100335;David;Parker;R;19540607.0;USA;;;David Parker
100336;Guillermo;Aubone;L;19540608.0;ARG;;Q5616118;Guillermo Aubone
100337;Mark;Edmondson;R;19540624.0;AUS;185.0;Q506606;Mark Edmondson
100338;Benjy;Robins;R;19540630.0;USA;175.0;;Benjy Robins
100339;Victor;Amaya;L;19540702.0;USA;201.0;Q1748325;Victor Amaya
100340;Sam;Vuille;R;19540706.0;USA;;;Sam Vuille
100341;Gonzalo;Nunez;R;19540721.0;USA;;Q107031471;Gonzalo Nunez
100342;Vitas;Gerulaitis;R;19540726.0;USA;183.0;Q53547;Vitas Gerulaitis
100343;John;Lloyd;R;19540827.0;GBR;178.0;Q1360272;John Lloyd
100344;Eric;Friedler;R;19540908.0;USA;;Q24005201;Eric Friedler
100345;Pat;Dupre;R;19540916.0;USA;190.0;Q3368536;Pat Dupre
